[2024-07-08 19:24:45.612954]Acceleration: X:6.63, Y: 1.50, Z: 7.36 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.60, Y: -7.95, Z: -26.55 uT

[2024-07-08 19:24:46.643222]Acceleration: X:6.58, Y: 1.45, Z: 7.38 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.75, Y: -9.00, Z: -24.15 uT

[2024-07-08 19:24:47.673450]Acceleration: X:6.57, Y: 1.46, Z: 7.35 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -7.35, Z: -25.65 uT

[2024-07-08 19:24:48.703628]Acceleration: X:6.56, Y: 1.52, Z: 7.36 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.90, Y: -8.40, Z: -25.50 uT

[2024-07-08 19:24:51.240587]Acceleration: X:6.58, Y: 1.50, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.01 rads/s
Magnetometer X:9.75, Y: -8.55, Z: -25.65 uT

[2024-07-08 19:24:52.270993]Acceleration: X:6.59, Y: 1.52, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:9.75, Y: -7.80, Z: -25.65 uT

[2024-07-08 19:24:53.301256]Acceleration: X:6.59, Y: 1.48, Z: 7.30 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.60, Y: -8.85, Z: -26.55 uT

[2024-07-08 19:24:54.331439]Acceleration: X:6.56, Y: 1.53, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.01 rads/s
Magnetometer X:10.35, Y: -8.40, Z: -26.25 uT

[2024-07-08 19:24:55.361585]Acceleration: X:6.54, Y: 1.50, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -7.20, Z: -23.55 uT

[2024-07-08 19:24:57.898640]Acceleration: X:6.51, Y: 1.48, Z: 7.33 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.15, Y: -7.95, Z: -24.30 uT

[2024-07-08 19:24:58.928968]Acceleration: X:6.53, Y: 1.51, Z: 7.37 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.35, Y: -7.20, Z: -25.80 uT

[2024-07-08 19:24:59.959175]Acceleration: X:6.60, Y: 1.47, Z: 7.28 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.00, Y: -9.00, Z: -24.45 uT

[2024-07-08 19:25:00.989351]Acceleration: X:6.55, Y: 1.47, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:10.35, Y: -7.95, Z: -25.50 uT

[2024-07-08 19:25:02.019550]Acceleration: X:6.62, Y: 1.54, Z: 7.35 m/s^2
Gyro X:-0.00, Y: 0.01, Z: 0.00 rads/s
Magnetometer X:8.40, Y: -10.35, Z: -23.25 uT

[2024-07-08 19:25:04.556672]Acceleration: X:6.62, Y: 1.50, Z: 7.36 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.00, Y: -9.00, Z: -25.95 uT

[2024-07-08 19:25:05.586942]Acceleration: X:6.55, Y: 1.50, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.90, Y: -7.20, Z: -24.30 uT

[2024-07-08 19:25:06.617245]Acceleration: X:6.52, Y: 1.48, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:7.80, Y: -7.80, Z: -25.20 uT

[2024-07-08 19:25:07.647519]Acceleration: X:6.56, Y: 1.47, Z: 7.37 m/s^2
Gyro X:0.01, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.00, Y: -9.45, Z: -25.65 uT

[2024-07-08 19:25:08.677773]Acceleration: X:6.54, Y: 1.48, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.75, Y: -8.25, Z: -25.65 uT

[2024-07-08 19:25:11.214909]Acceleration: X:6.55, Y: 1.52, Z: 7.41 m/s^2
Gyro X:-0.02, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:8.85, Y: -7.95, Z: -27.00 uT

[2024-07-08 19:25:12.245164]Acceleration: X:6.63, Y: 1.52, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:8.55, Y: -8.25, Z: -24.90 uT

[2024-07-08 19:25:13.275432]Acceleration: X:6.56, Y: 1.55, Z: 7.38 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.40, Y: -8.40, Z: -25.05 uT

[2024-07-08 19:25:14.305693]Acceleration: X:6.56, Y: 1.51, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -6.00, Z: -25.50 uT

[2024-07-08 19:25:15.336045]Acceleration: X:6.54, Y: 1.54, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.50, Y: -7.35, Z: -25.65 uT

[2024-07-08 19:25:17.873256]Acceleration: X:6.58, Y: 1.46, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.75, Y: -5.85, Z: -24.15 uT

[2024-07-08 19:25:18.903594]Acceleration: X:6.59, Y: 1.49, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -9.60, Z: -25.05 uT

[2024-07-08 19:25:19.933857]Acceleration: X:6.64, Y: 1.54, Z: 7.30 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.30, Y: -8.55, Z: -25.65 uT

[2024-07-08 19:25:20.964020]Acceleration: X:6.53, Y: 1.49, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.00, Y: -8.25, Z: -26.40 uT

[2024-07-08 19:25:21.994371]Acceleration: X:6.51, Y: 1.48, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:10.50, Y: -8.25, Z: -25.20 uT

[2024-07-08 19:25:24.531472]Acceleration: X:6.55, Y: 1.58, Z: 7.27 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -7.20, Z: -26.25 uT

[2024-07-08 19:25:25.561677]Acceleration: X:6.57, Y: 1.48, Z: 7.32 m/s^2
Gyro X:0.01, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.80, Y: -8.25, Z: -25.20 uT

[2024-07-08 19:25:26.591986]Acceleration: X:6.59, Y: 1.54, Z: 7.36 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.25, Y: -8.25, Z: -24.90 uT

[2024-07-08 19:25:27.622374]Acceleration: X:6.58, Y: 1.52, Z: 7.30 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.60, Y: -7.95, Z: -25.80 uT

[2024-07-08 19:25:28.652724]Acceleration: X:6.53, Y: 1.52, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.15, Y: -7.65, Z: -25.80 uT

[2024-07-08 19:25:31.189812]Acceleration: X:6.56, Y: 1.51, Z: 7.29 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -9.90, Z: -25.80 uT

[2024-07-08 19:25:32.219991]Acceleration: X:6.55, Y: 1.46, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -8.40, Z: -25.80 uT

[2024-07-08 19:25:33.250259]Acceleration: X:6.54, Y: 1.51, Z: 7.33 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -7.95, Z: -25.05 uT

[2024-07-08 19:25:34.280614]Acceleration: X:6.56, Y: 1.52, Z: 7.28 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.75, Y: -6.60, Z: -24.90 uT

[2024-07-08 19:25:35.310914]Acceleration: X:6.57, Y: 1.50, Z: 7.37 m/s^2
Gyro X:-0.01, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.15, Y: -7.95, Z: -25.50 uT

[2024-07-08 19:25:37.848165]Acceleration: X:6.57, Y: 1.59, Z: 7.35 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.05, Y: -9.00, Z: -25.95 uT

[2024-07-08 19:25:38.879182]Acceleration: X:6.57, Y: 1.52, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:10.50, Y: -7.35, Z: -26.40 uT

[2024-07-08 19:25:39.909744]Acceleration: X:6.58, Y: 1.46, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.00, Y: -7.35, Z: -24.90 uT

[2024-07-08 19:25:40.940081]Acceleration: X:6.55, Y: 1.50, Z: 7.28 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.75, Y: -7.80, Z: -25.20 uT

[2024-07-08 19:25:41.970432]Acceleration: X:6.57, Y: 1.47, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:10.65, Y: -10.35, Z: -24.30 uT

[2024-07-08 19:25:44.508933]Acceleration: X:6.61, Y: 1.53, Z: 7.37 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:7.50, Y: -8.55, Z: -24.45 uT

[2024-07-08 19:25:45.538732]Acceleration: X:6.60, Y: 1.54, Z: 7.33 m/s^2
Gyro X:-0.01, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.30, Y: -8.25, Z: -25.65 uT

[2024-07-08 19:25:46.568637]Acceleration: X:6.55, Y: 1.61, Z: 7.33 m/s^2
Gyro X:0.01, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:10.50, Y: -9.45, Z: -25.65 uT

[2024-07-08 19:25:47.599201]Acceleration: X:6.58, Y: 1.52, Z: 7.36 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:8.25, Y: -7.80, Z: -25.95 uT

[2024-07-08 19:25:48.629790]Acceleration: X:6.57, Y: 1.49, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.50, Y: -7.35, Z: -25.65 uT

[2024-07-08 19:25:51.168039]Acceleration: X:6.55, Y: 1.46, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.00, Y: -7.35, Z: -26.70 uT

[2024-07-08 19:25:52.198489]Acceleration: X:6.58, Y: 1.52, Z: 7.38 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:11.10, Y: -8.40, Z: -25.50 uT

[2024-07-08 19:25:53.228993]Acceleration: X:6.56, Y: 1.52, Z: 7.28 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.60, Y: -8.40, Z: -25.05 uT

[2024-07-08 19:25:54.259483]Acceleration: X:6.61, Y: 1.51, Z: 7.33 m/s^2
Gyro X:0.01, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.30, Y: -7.80, Z: -25.95 uT

[2024-07-08 19:25:55.289817]Acceleration: X:6.57, Y: 1.48, Z: 7.32 m/s^2
Gyro X:0.01, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.65, Y: -7.20, Z: -25.05 uT

[2024-07-08 19:25:57.827028]Acceleration: X:6.57, Y: 1.47, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -8.25, Z: -25.65 uT

[2024-07-08 19:25:58.857293]Acceleration: X:6.61, Y: 1.47, Z: 7.29 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.05, Y: -7.35, Z: -25.20 uT

[2024-07-08 19:25:59.887562]Acceleration: X:6.62, Y: 1.56, Z: 7.30 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.60, Y: -7.95, Z: -24.75 uT

[2024-07-08 19:26:00.917957]Acceleration: X:6.58, Y: 1.56, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.75, Y: -7.80, Z: -24.90 uT

[2024-07-08 19:26:01.948582]Acceleration: X:6.55, Y: 1.53, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -6.45, Z: -25.50 uT

[2024-07-08 19:26:04.482395]Acceleration: X:6.62, Y: 1.50, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -8.55, Z: -25.20 uT

[2024-07-08 19:26:05.511934]Acceleration: X:6.59, Y: 1.51, Z: 7.26 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:11.10, Y: -7.95, Z: -26.25 uT

[2024-07-08 19:26:06.542452]Acceleration: X:6.54, Y: 1.49, Z: 7.29 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.50, Y: -7.80, Z: -25.65 uT

[2024-07-08 19:26:07.573558]Acceleration: X:6.56, Y: 1.47, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -7.95, Z: -25.80 uT

[2024-07-08 19:26:08.604126]Acceleration: X:6.53, Y: 1.52, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -7.20, Z: -25.80 uT

[2024-07-08 19:26:11.141533]Acceleration: X:6.63, Y: 1.48, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.25, Y: -7.80, Z: -24.15 uT

[2024-07-08 19:26:12.171321]Acceleration: X:6.53, Y: 1.49, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.75, Y: -7.35, Z: -24.45 uT

[2024-07-08 19:26:13.200974]Acceleration: X:6.62, Y: 1.50, Z: 7.37 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.75, Y: -8.25, Z: -25.95 uT

[2024-07-08 19:26:14.230520]Acceleration: X:6.51, Y: 1.51, Z: 7.28 m/s^2
Gyro X:-0.01, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.05, Y: -8.55, Z: -25.65 uT

[2024-07-08 19:26:15.260154]Acceleration: X:6.58, Y: 1.47, Z: 7.34 m/s^2
Gyro X:-0.01, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -8.25, Z: -24.90 uT

[2024-07-08 19:26:17.798483]Acceleration: X:6.61, Y: 1.50, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -7.65, Z: -26.55 uT

[2024-07-08 19:26:18.828862]Acceleration: X:6.56, Y: 1.45, Z: 7.31 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -7.35, Z: -25.65 uT

[2024-07-08 19:26:19.859320]Acceleration: X:6.58, Y: 1.50, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.30, Y: -9.00, Z: -24.90 uT

[2024-07-08 19:26:20.889593]Acceleration: X:6.57, Y: 1.42, Z: 7.28 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:8.40, Y: -7.95, Z: -24.75 uT

[2024-07-08 19:26:21.920011]Acceleration: X:6.54, Y: 1.45, Z: 7.36 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.75, Y: -8.25, Z: -25.65 uT

[2024-07-08 19:26:24.457100]Acceleration: X:6.55, Y: 1.45, Z: 7.36 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -7.35, Z: -25.95 uT

[2024-07-08 19:26:25.487244]Acceleration: X:6.52, Y: 1.46, Z: 7.35 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.55, Y: -9.00, Z: -25.95 uT

[2024-07-08 19:26:26.517581]Acceleration: X:6.64, Y: 1.47, Z: 7.38 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -7.95, Z: -25.50 uT

[2024-07-08 19:26:27.548145]Acceleration: X:6.60, Y: 1.44, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.90, Y: -8.85, Z: -26.55 uT

[2024-07-08 19:26:28.578585]Acceleration: X:6.64, Y: 1.51, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:11.40, Y: -7.65, Z: -25.80 uT

[2024-07-08 19:26:31.115609]Acceleration: X:6.61, Y: 1.50, Z: 7.33 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.30, Y: -9.00, Z: -24.90 uT

[2024-07-08 19:26:32.145898]Acceleration: X:6.58, Y: 1.44, Z: 7.28 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -8.85, Z: -25.05 uT

[2024-07-08 19:26:33.176249]Acceleration: X:6.54, Y: 1.44, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.60, Y: -8.40, Z: -25.50 uT

[2024-07-08 19:26:34.206643]Acceleration: X:6.58, Y: 1.54, Z: 7.29 m/s^2
Gyro X:0.01, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:8.40, Y: -7.95, Z: -26.25 uT

[2024-07-08 19:26:35.236984]Acceleration: X:6.51, Y: 1.52, Z: 7.35 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.35, Y: -8.85, Z: -25.05 uT

[2024-07-08 19:26:37.774167]Acceleration: X:6.62, Y: 1.51, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:8.55, Y: -7.80, Z: -25.65 uT

[2024-07-08 19:26:38.804706]Acceleration: X:6.53, Y: 1.53, Z: 7.32 m/s^2
Gyro X:0.01, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.60, Y: -8.85, Z: -25.05 uT

[2024-07-08 19:26:39.835560]Acceleration: X:6.57, Y: 1.52, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.01 rads/s
Magnetometer X:9.00, Y: -6.60, Z: -25.65 uT

[2024-07-08 19:26:40.865942]Acceleration: X:6.51, Y: 1.50, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:10.50, Y: -8.25, Z: -25.20 uT

[2024-07-08 19:26:41.896330]Acceleration: X:6.58, Y: 1.50, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -7.20, Z: -27.00 uT

[2024-07-08 19:26:44.433353]Acceleration: X:6.58, Y: 1.48, Z: 7.35 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:10.05, Y: -9.45, Z: -26.70 uT

[2024-07-08 19:26:45.463683]Acceleration: X:6.62, Y: 1.48, Z: 7.37 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -7.95, Z: -25.05 uT

[2024-07-08 19:26:46.494007]Acceleration: X:6.59, Y: 1.57, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.55, Y: -9.00, Z: -25.20 uT

[2024-07-08 19:26:47.524252]Acceleration: X:6.59, Y: 1.50, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.01, Z: 0.00 rads/s
Magnetometer X:10.50, Y: -8.25, Z: -25.95 uT

[2024-07-08 19:26:48.554429]Acceleration: X:6.56, Y: 1.49, Z: 7.29 m/s^2
Gyro X:-0.01, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:9.60, Y: -7.20, Z: -24.75 uT

[2024-07-08 19:26:51.091393]Acceleration: X:6.49, Y: 1.49, Z: 7.37 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.75, Y: -8.55, Z: -25.95 uT

[2024-07-08 19:26:52.121917]Acceleration: X:6.54, Y: 1.50, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.05, Y: -7.80, Z: -26.70 uT

[2024-07-08 19:26:53.152446]Acceleration: X:6.57, Y: 1.50, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.75, Y: -9.00, Z: -25.20 uT

[2024-07-08 19:26:54.182853]Acceleration: X:6.57, Y: 1.47, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.15, Y: -7.20, Z: -25.80 uT

[2024-07-08 19:26:55.213313]Acceleration: X:6.58, Y: 1.54, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.75, Y: -6.60, Z: -25.65 uT

[2024-07-08 19:26:57.750384]Acceleration: X:6.54, Y: 1.47, Z: 7.30 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -7.95, Z: -25.80 uT

[2024-07-08 19:26:58.780662]Acceleration: X:6.56, Y: 1.49, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -9.90, Z: -25.50 uT

[2024-07-08 19:26:59.810974]Acceleration: X:6.58, Y: 1.47, Z: 7.32 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -7.95, Z: -26.25 uT

[2024-07-08 19:27:00.841207]Acceleration: X:6.62, Y: 1.46, Z: 7.34 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.90, Y: -7.20, Z: -24.75 uT

[2024-07-08 19:27:01.871359]Acceleration: X:6.55, Y: 1.53, Z: 7.31 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.60, Y: -7.80, Z: -24.45 uT

[2024-07-08 19:27:04.409112]Acceleration: X:6.54, Y: 1.57, Z: 7.30 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.90, Y: -8.40, Z: -25.50 uT

[2024-07-08 19:27:05.439641]Acceleration: X:6.58, Y: 1.53, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.01, Z: 0.00 rads/s
Magnetometer X:9.15, Y: -8.40, Z: -26.25 uT

[2024-07-08 19:27:06.469975]Acceleration: X:6.59, Y: 1.48, Z: 7.29 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.75, Y: -9.00, Z: -25.20 uT

[2024-07-08 19:27:07.500315]Acceleration: X:6.62, Y: 1.44, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:8.85, Y: -8.40, Z: -24.75 uT

[2024-07-08 19:27:08.530622]Acceleration: X:6.56, Y: 1.51, Z: 7.30 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:11.10, Y: -7.65, Z: -24.30 uT

[2024-07-08 19:27:11.067840]Acceleration: X:6.60, Y: 1.50, Z: 7.29 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -8.25, Z: -26.70 uT

[2024-07-08 19:27:12.098276]Acceleration: X:6.59, Y: 1.49, Z: 7.29 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:9.15, Y: -6.75, Z: -25.05 uT

[2024-07-08 19:27:13.128523]Acceleration: X:6.59, Y: 1.53, Z: 7.33 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:10.65, Y: -8.40, Z: -25.80 uT

[2024-07-08 19:27:14.158662]Acceleration: X:6.61, Y: 1.50, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:10.50, Y: -7.80, Z: -24.45 uT

[2024-07-08 19:27:15.188843]Acceleration: X:6.66, Y: 1.46, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.01 rads/s
Magnetometer X:9.90, Y: -7.95, Z: -25.05 uT

[2024-07-08 19:27:17.727237]Acceleration: X:6.56, Y: 1.56, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.01 rads/s
Magnetometer X:9.90, Y: -8.40, Z: -25.80 uT

[2024-07-08 19:27:18.756933]Acceleration: X:6.51, Y: 1.51, Z: 7.32 m/s^2
Gyro X:-0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:10.05, Y: -7.35, Z: -25.20 uT

[2024-07-08 19:27:19.786646]Acceleration: X:6.57, Y: 1.48, Z: 7.34 m/s^2
Gyro X:-0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:9.30, Y: -6.60, Z: -25.65 uT

[2024-07-08 19:27:20.816253]Acceleration: X:6.54, Y: 1.50, Z: 7.28 m/s^2
Gyro X:-0.00, Y: 0.01, Z: -0.00 rads/s
Magnetometer X:10.05, Y: -8.55, Z: -25.20 uT

[2024-07-08 19:27:21.846540]Acceleration: X:6.57, Y: 1.50, Z: 7.39 m/s^2
Gyro X:0.00, Y: 0.02, Z: -0.00 rads/s
Magnetometer X:10.65, Y: -8.40, Z: -25.05 uT

[2024-07-08 19:27:24.380331]Acceleration: X:6.58, Y: 1.49, Z: 7.35 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:10.35, Y: -7.95, Z: -26.25 uT

[2024-07-08 19:27:25.409839]Acceleration: X:6.54, Y: 1.53, Z: 7.35 m/s^2
Gyro X:0.00, Y: 0.02, Z: 0.00 rads/s
Magnetometer X:10.80, Y: -7.35, Z: -25.65 uT

[2024-07-08 19:27:26.439517]Acceleration: X:6.56, Y: 1.51, Z: 7.31 m/s^2
Gyro X:-0.00, Y: 0.01, Z: 0.00 rads/s
Magnetometer X:8.40, Y: -7.95, Z: -24.00 uT

